C:\Users\nfeda\yr4\smarttech\Training_Data\IMG\center_2023_12_29_11_16_38_073.jpg,C:\Users\nfeda\yr4\smarttech\Training_Data\IMG\left_2023_12_29_11_16_38_073.jpg,C:\Users\nfeda\yr4\smarttech\Training_Data\IMG\right_2023_12_29_11_16_38_073.jpg,0,0,0,9.035168E-07
C:\Users\nfeda\yr4\smarttech\Training_Data\IMG\center_2023_12_29_11_16_38_141.jpg,C:\Users\nfeda\yr4\smarttech\Training_Data\IMG\left_2023_12_29_11_16_38_141.jpg,C:\Users\nfeda\yr4\smarttech\Training_Data\IMG\right_2023_12_29_11_16_38_141.jpg,0,0,0,8.524017E-07
C:\Users\nfeda\yr4\smarttech\Training_Data\IMG\center_2023_12_29_11_16_38_229.jpg,C:\Users\nfeda\yr4\smarttech\Training_Data\IMG\left_2023_12_29_11_16_38_229.jpg,C:\Users\nfeda\yr4\smarttech\Training_Data\IMG\right_2023_12_29_11_16_38_229.jpg,0,0,0,1.290548E-05
C:\Users\nfeda\yr4\smarttech\Training_Data\IMG\center_2023_12_29_11_16_38_318.jpg,C:\Users\nfeda\yr4\smarttech\Training_Data\IMG\left_2023_12_29_11_16_38_318.jpg,C:\Users\nfeda\yr4\smarttech\Training_Data\IMG\right_2023_12_29_11_16_38_318.jpg,0,0,0,1.148663E-05
C:\Users\nfeda\yr4\smarttech\Training_Data\IMG\center_2023_12_29_11_16_38_409.jpg,C:\Users\nfeda\yr4\smarttech\Training_Data\IMG\left_2023_12_29_11_16_38_409.jpg,C:\Users\nfeda\yr4\smarttech\Training_Data\IMG\right_2023_12_29_11_16_38_409.jpg,0,0,0,8.560126E-06
C:\Users\nfeda\yr4\smarttech\Training_Data\IMG\center_2023_12_29_11_16_38_476.jpg,C:\Users\nfeda\yr4\smarttech\Training_Data\IMG\left_2023_12_29_11_16_38_476.jpg,C:\Users\nfeda\yr4\smarttech\Training_Data\IMG\right_2023_12_29_11_16_38_476.jpg,0,0,0,1.244389E-05
C:\Users\nfeda\yr4\smarttech\Training_Data\IMG\center_2023_12_29_11_16_38_545.jpg,C:\Users\nfeda\yr4\smarttech\Training_Data\IMG\left_2023_12_29_11_16_38_545.jpg,C:\Users\nfeda\yr4\smarttech\Training_Data\IMG\right_2023_12_29_11_16_38_545.jpg,0,0,0,3.258944E-06
C:\Users\nfeda\yr4\smarttech\Training_Data\IMG\center_2023_12_29_11_16_38_615.jpg,C:\Users\nfeda\yr4\smarttech\Training_Data\IMG\left_2023_12_29_11_16_38_615.jpg,C:\Users\nfeda\yr4\smarttech\Training_Data\IMG\right_2023_12_29_11_16_38_615.jpg,0,0.2107647,0,0.1042782
C:\Users\nfeda\yr4\smarttech\Training_Data\IMG\center_2023_12_29_11_16_38_685.jpg,C:\Users\nfeda\yr4\smarttech\Training_Data\IMG\left_2023_12_29_11_16_38_685.jpg,C:\Users\nfeda\yr4\smarttech\Training_Data\IMG\right_2023_12_29_11_16_38_685.jpg,0,0.4169511,0,0.4154372
C:\Users\nfeda\yr4\smarttech\Training_Data\IMG\center_2023_12_29_11_16_38_753.jpg,C:\Users\nfeda\yr4\smarttech\Training_Data\IMG\left_2023_12_29_11_16_38_753.jpg,C:\Users\nfeda\yr4\smarttech\Training_Data\IMG\right_2023_12_29_11_16_38_753.jpg,0,0.6226959,0,0.7174307
